custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-77-1-1,expansion of industrial sectors,reliance on fossil fuels,yes,yes,yes,yes
request-77-1-2,reliance on fossil fuels,increased carbon dioxide emissions,yes,no,yes,no
request-77-1-3,increased carbon dioxide emissions,13% of total emissions,no,no,no,no
request-77-2-0,china's international trade,growth in transportation logistics,yes,yes,yes,no
request-77-2-1,growth in transportation logistics,increased fuel consumption,yes,no,yes,no
request-77-2-2,increased fuel consumption,higher emissions from transportation,yes,no,yes,no
request-77-2-3,higher emissions from transportation,13% of total emissions,yes,no,no,yes
request-77-3-0,china's international trade,rise in exportoriented factories,yes,yes,yes,yes
request-77-3-1,rise in exportoriented factories,intensified energy production,yes,yes,yes,yes
request-77-3-2,intensified energy production,elevated pollution levels,yes,no,yes,no
request-77-3-3,elevated pollution levels,13% of total emissions,no,yes,no,no
request-78-0-0,increased atmospheric co₂,enhanced greenhouse effect,yes,no,yes,no
request-78-0-1,enhanced greenhouse effect,global temperature rise,yes,no,yes,no
request-78-0-2,global temperature rise,melting polar ice,yes,yes,yes,no
request-78-0-3,melting polar ice,albedo reduction,yes,yes,yes,no
request-78-0-4,albedo reduction,further temperature increase,yes,yes,yes,yes
request-78-0-5,further temperature increase,runaway global warming,no,yes,yes,no
request-78-1-0,elevated co₂ levels,ocean acidification,yes,no,yes,no
request-78-1-1,ocean acidification,marine ecosystem disruption,yes,no,yes,no
request-78-1-2,marine ecosystem disruption,reduced carbon sequestration,yes,yes,yes,yes
request-78-1-3,reduced carbon sequestration,higher atmospheric co₂,yes,no,yes,yes
request-78-1-4,higher atmospheric co₂,accelerated global warming,yes,yes,yes,no
request-78-1-5,accelerated global warming,runaway global warming,no,no,yes,no
request-78-2-0,increased carbon emissions,enhanced greenhouse effect,yes,no,yes,no
request-78-2-1,enhanced greenhouse effect,heatwave intensification,yes,no,yes,no
request-78-2-2,heatwave intensification,permafrost thawing,yes,yes,yes,no
request-78-2-3,permafrost thawing,methane release,yes,no,yes,no
request-78-2-4,methane release,positive feedback loop,yes,yes,yes,yes
request-78-2-5,positive feedback loop,runaway global warming,no,no,yes,no
request-78-3-0,higher co₂ concentrations,increased thermal radiation retention,yes,no,yes,no
request-78-3-1,increased thermal radiation retention,global temperature rise,yes,yes,yes,no
request-78-3-2,global temperature rise,deforestation,no,yes,no,yes
request-78-3-3,deforestation,reduced carbon uptake,yes,no,yes,no
request-78-3-4,reduced carbon uptake,elevated atmospheric co₂,yes,no,yes,no
request-78-3-5,elevated atmospheric co₂,runaway global warming,no,no,no,no
request-79-0-0,global warming,increased temperatures,yes,no,yes,no
request-79-0-1,increased temperatures,reduced crop yields,yes,no,yes,no
request-79-0-2,reduced crop yields,food shortages,yes,no,yes,no
request-79-1-0,global warming,changes in precipitation patterns,yes,no,yes,no
request-79-1-1,changes in precipitation patterns,droughts,yes,no,yes,no
request-79-1-2,droughts,crop failures,yes,no,yes,no
request-79-1-3,crop failures,food shortages,yes,no,yes,no
request-79-2-0,global warming,increased frequency of extreme weather events,yes,no,yes,no
request-79-2-1,increased frequency of extreme weather events,destruction of agricultural infrastructure,yes,no,yes,no
request-79-2-2,destruction of agricultural infrastructure,reduced food production,yes,no,yes,no
request-79-2-3,reduced food production,food shortages,yes,no,yes,no
request-79-3-0,global warming,ocean warming,yes,no,yes,no
request-79-3-1,ocean warming,marine ecosystem disruption,yes,no,yes,no
request-79-3-2,marine ecosystem disruption,fisheries decline,yes,yes,yes,no
request-79-3-3,fisheries decline,food shortages,yes,yes,yes,no
request-79-4-0,global warming,melting glaciers,yes,no,yes,no
request-79-4-1,melting glaciers,reduced freshwater availability,yes,no,yes,no
request-79-4-2,reduced freshwater availability,impact on agriculture,yes,yes,yes,yes
request-79-4-3,impact on agriculture,food shortages,yes,yes,yes,no
request-79-5-0,global warming,sea level rise,yes,no,yes,no
request-79-5-1,sea level rise,saltwater intrusion into arable land,yes,no,yes,no
request-79-5-2,saltwater intrusion into arable land,reduced agricultural productivity,yes,no,yes,no
request-79-5-3,reduced agricultural productivity,food shortages,yes,no,yes,no
request-79-6-0,global warming,increased pests and diseases,yes,no,yes,no
request-79-6-1,increased pests and diseases,crop damage,yes,yes,yes,no
request-79-6-2,crop damage,reduced food supply,yes,no,yes,no
request-79-6-3,reduced food supply,food shortages,yes,no,yes,no
request-79-7-0,global warming,heatwaves,yes,no,yes,no
request-79-7-1,heatwaves,livestock stress,yes,no,yes,no
request-79-7-2,livestock stress,lower meat and dairy production,yes,no,yes,no
request-79-7-3,lower meat and dairy production,food shortages,no,yes,yes,yes
request-80-0-0,minor fluctuations in ambient temperature,changes in agricultural productivity,yes,yes,yes,no
request-80-0-1,changes in agricultural productivity,food shortages,yes,yes,yes,no
request-80-0-2,food shortages,economic instability,yes,yes,yes,yes
request-80-0-3,economic instability,forced migration of billions,no,yes,yes,no
request-80-1-0,minor fluctuations in ambient temperature,sea level rise,yes,no,no,no
request-80-1-1,sea level rise,loss of habitable land,yes,no,yes,no
request-80-1-2,loss of habitable land,forced migration of billions,yes,yes,no,no
request-80-2-0,minor fluctuations in ambient temperature,increased frequency of extreme weather events,no,no,no,no
request-80-2-1,increased frequency of extreme weather events,displacement of populations,yes,no,yes,no
request-80-2-2,displacement of populations,forced migration of billions,no,yes,yes,no
request-80-3-0,minor fluctuations in ambient temperature,ecosystem disruptions,no,yes,yes,no
request-80-3-1,ecosystem disruptions,water scarcity,yes,yes,yes,yes
request-80-3-2,water scarcity,forced migration of billions,no,yes,no,no
request-81-0-0,the impacts of mining,contamination of water sources,yes,yes,yes,no
request-81-0-1,contamination of water sources,polluted water supply,yes,yes,yes,yes
request-81-0-2,polluted water supply,jeopardized access to water for affected communities,yes,no,yes,no
request-81-1-0,the impacts of mining,depletion of water resources,yes,no,yes,no
request-81-1-1,depletion of water resources,reduced availability of clean water,yes,no,yes,yes
request-81-1-2,reduced availability of clean water,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-2-0,the impacts of mining,deforestation,yes,no,yes,no
request-81-2-1,deforestation,reduced water retention in soil,yes,yes,yes,no
request-81-2-2,reduced water retention in soil,disrupted water availability,yes,yes,yes,no
request-81-2-3,disrupted water availability,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-3-0,the impacts of mining,acid mine drainage,yes,no,yes,yes
request-81-3-1,acid mine drainage,toxic runoff into water bodies,yes,no,yes,yes
request-81-3-2,toxic runoff into water bodies,jeopardized access to water for affected communities,yes,no,yes,no
request-81-4-0,the impacts of mining,increased sedimentation in rivers,yes,no,yes,yes
request-81-4-1,increased sedimentation in rivers,degraded water quality,yes,no,yes,no
request-81-4-2,degraded water quality,jeopardized access to water for affected communities,yes,yes,yes,yes
request-81-5-0,the impacts of mining,habitat destruction,yes,no,yes,yes
request-81-5-1,habitat destruction,ecosystem imbalance,yes,yes,yes,yes
request-81-5-2,ecosystem imbalance,altered water cycles,yes,yes,yes,yes
request-81-5-3,altered water cycles,jeopardized access to water for affected communities,yes,no,yes,no
request-81-6-0,the impacts of mining,land degradation,yes,no,yes,yes
request-81-6-1,land degradation,altered water flow patterns,yes,yes,yes,yes
request-81-6-2,altered water flow patterns,jeopardized access to water for affected communities,yes,no,yes,no
request-82-0-0,approximately 22 million litres of water,pumping of brine from salt flats,no,no,no,no
request-82-0-1,pumping of brine from salt flats,evaporation in solar ponds,no,no,no,yes
request-82-0-2,evaporation in solar ponds,concentration of lithium in brine,yes,no,yes,no
request-82-0-3,concentration of lithium in brine,chemical extraction and purification,yes,no,no,no
request-82-0-4,chemical extraction and purification,ton of extracted lithium,yes,yes,yes,yes
request-82-1-0,approximately 22 million litres of water,dilution of lithiumcontaining ore,yes,yes,no,no
request-82-1-1,dilution of lithiumcontaining ore,separation through filtration,no,yes,no,no
request-82-1-2,separation through filtration,lithium adsorption onto resins,yes,yes,no,no
request-82-1-3,lithium adsorption onto resins,regeneration and extraction,yes,yes,yes,no
request-82-1-4,regeneration and extraction,ton of extracted lithium,yes,no,yes,no
request-82-2-0,approximately 22 million litres of water,transportation to processing facility,yes,no,no,i need more information to provide an accurate answer
request-82-2-1,transportation to processing facility,chemical leaching of lithium,no,yes,no,no
request-82-2-2,chemical leaching of lithium,precipitation of lithium carbonate,yes,no,no,no
request-82-2-3,precipitation of lithium carbonate,drying and packaging,yes,yes,no,no
request-82-2-4,drying and packaging,ton of extracted lithium,no,yes,no,yes
request-83-0-0,lithium extraction,increased water consumption,yes,no,yes,no
request-83-0-1,increased water consumption,reduced local water availability,yes,no,yes,no
request-83-0-2,reduced local water availability,competition for scarce water resources,yes,yes,yes,yes
request-83-0-3,competition for scarce water resources,waterrelated conflicts emerge,yes,yes,yes,yes
request-83-1-0,lithium extraction,release of chemical pollutants,yes,no,yes,yes
request-83-1-1,release of chemical pollutants,deterioration of water quality,yes,no,yes,no
request-83-1-2,deterioration of water quality,health and safety concerns arise,yes,no,yes,yes
request-83-1-3,health and safety concerns arise,community disputes over clean water,yes,yes,yes,yes
request-83-1-4,community disputes over clean water,waterrelated conflicts emerge,yes,yes,yes,yes
request-83-2-0,lithium extraction,expansion of industrial activities,yes,yes,yes,yes
request-83-2-1,expansion of industrial activities,strain on regional infrastructure,yes,no,yes,no
request-83-2-2,strain on regional infrastructure,restricted access to water sources,yes,yes,yes,yes
request-83-2-3,restricted access to water sources,tensions over water distribution,yes,yes,yes,yes
request-83-2-4,tensions over water distribution,waterrelated conflicts emerge,yes,yes,yes,yes
request-83-3-0,lithium extraction,environmental degradation of ecosystems,yes,no,yes,no
request-83-3-1,environmental degradation of ecosystems,loss of livelihoods dependent on water,yes,yes,yes,no
request-83-3-2,loss of livelihoods dependent on water,social instability increases,yes,yes,yes,yes
request-83-3-3,social instability increases,rivalries over remaining water resources,yes,yes,yes,yes
request-83-3-4,rivalries over remaining water resources,waterrelated conflicts emerge,yes,yes,yes,yes
request-83-4-0,lithium extraction,alteration of land use patterns,yes,yes,yes,no
request-83-4-1,alteration of land use patterns,disruption of natural water flows,yes,yes,yes,yes
request-83-4-2,disruption of natural water flows,onset of water scarcity,yes,yes,yes,no
request-83-4-3,onset of water scarcity,disputes over water allocation,yes,no,yes,no
request-83-4-4,disputes over water allocation,waterrelated conflicts emerge,yes,yes,yes,yes
request-84-0-0,human intervention in natural processes,environmental degradation,yes,yes,yes,yes
request-84-0-1,environmental degradation,climate change,yes,yes,yes,yes
request-84-0-2,climate change,extreme weather events,yes,no,yes,no
request-84-0-3,extreme weather events,dangers,yes,no,yes,no
request-84-1-0,human intervention in natural processes,habitat destruction,yes,no,yes,no
request-84-1-1,habitat destruction,loss of biodiversity,yes,no,yes,no
request-84-1-2,loss of biodiversity,ecosystem collapse,yes,yes,yes,yes
request-84-1-3,ecosystem collapse,dangers,yes,yes,yes,yes
request-84-2-0,human intervention in natural processes,pollution increase,yes,yes,yes,yes
request-84-2-1,pollution increase,air and water pollution,yes,yes,yes,yes
request-84-2-2,air and water pollution,public health crises,yes,yes,yes,no
request-84-2-3,public health crises,dangers,yes,yes,yes,yes
request-84-3-0,human intervention in natural processes,resource overexploitation,yes,yes,yes,yes
request-84-3-1,resource overexploitation,resource scarcity,yes,no,yes,yes
request-84-3-2,resource scarcity,socioeconomic instability,yes,yes,yes,yes
request-84-3-3,socioeconomic instability,dangers,yes,yes,yes,yes
request-84-4-0,human intervention in natural processes,deforestation,yes,yes,yes,yes
request-84-4-1,deforestation,soil erosion,yes,no,yes,no
request-84-4-2,soil erosion,agricultural decline,yes,no,yes,no
request-84-4-3,agricultural decline,dangers,yes,yes,yes,yes
request-84-5-0,human intervention in natural processes,industrialization,yes,yes,yes,no
request-84-5-1,industrialization,greenhouse gas emissions,yes,no,yes,no
request-84-5-2,greenhouse gas emissions,global warming,yes,no,yes,no
request-84-5-3,global warming,dangers,'yes',no,yes,no
request-84-6-0,human intervention in natural processes,urbanization,yes,yes,yes,no
request-84-6-1,urbanization,loss of green spaces,yes,no,yes,no
request-84-6-2,loss of green spaces,heat island effect,yes,no,yes,no
request-84-6-3,heat island effect,dangers,yes,no,yes,no
request-84-7-0,human intervention in natural processes,overfishing,yes,yes,yes,no
request-84-7-1,overfishing,marine ecosystem imbalance,yes,no,yes,no
request-84-7-2,marine ecosystem imbalance,food security threats,yes,yes,yes,no
request-84-7-3,food security threats,dangers,yes,yes,yes,yes
request-84-8-0,human intervention in natural processes,introduction of invasive species,yes,yes,yes,no
request-84-8-1,introduction of invasive species,native species decline,yes,no,yes,no
request-84-8-2,native species decline,ecosystem instability,yes,yes,yes,yes
request-84-8-3,ecosystem instability,dangers,yes,yes,yes,yes
request-84-9-0,human intervention in natural processes,agricultural intensification,yes,yes,yes,yes
request-84-9-1,agricultural intensification,pesticide runoff,yes,no,yes,no
request-84-9-2,pesticide runoff,water contamination,yes,no,yes,no
request-84-9-3,water contamination,dangers,yes,yes,yes,yes
request-85-0-0,the soil damage from lithium extraction,release of particulate matter,yes,yes,yes,yes
request-85-0-1,release of particulate matter,dispersal of particulate matter into the air,yes,yes,yes,yes
request-85-0-2,dispersal of particulate matter into the air,air contamination,yes,yes,yes,no
request-85-1-0,the soil damage from lithium extraction,disturbance of soil structure,yes,yes,yes,yes
request-85-1-1,disturbance of soil structure,increased dust generation,yes,yes,yes,yes
request-85-1-2,increased dust generation,air contamination,yes,yes,yes,yes
request-85-2-0,the soil damage from lithium extraction,operation of heavy machinery,no,yes,no,yes
request-85-2-1,operation of heavy machinery,emissions from machinery exhaust,yes,no,yes,no
request-85-2-2,emissions from machinery exhaust,air contamination,yes,no,yes,no
request-85-3-0,the soil damage from lithium extraction,erosion of contaminated soil,yes,yes,yes,yes
request-85-3-1,erosion of contaminated soil,dust from erosion,yes,yes,no,no
request-85-3-2,dust from erosion,air contamination,yes,yes,yes,no
request-85-4-0,the soil damage from lithium extraction,altered soil chemistry,yes,yes,yes,yes
request-85-4-1,altered soil chemistry,release of volatile compounds,yes,yes,yes,yes
request-85-4-2,release of volatile compounds,air contamination,yes,yes,yes,no
request-86-0-0,green co2,increased atmospheric co2,no,no,no,no
request-86-0-1,increased atmospheric co2,enhanced greenhouse effect,yes,no,yes,no
request-86-0-2,enhanced greenhouse effect,rising global temperatures,yes,yes,yes,no
request-86-0-3,rising global temperatures,global warming,no,yes,yes,yes
request-86-1-0,green co2,accumulation of co2 in the atmosphere,no,no,no,no
request-86-1-1,accumulation of co2 in the atmosphere,absorption of infrared radiation,yes,no,yes,no
request-86-1-2,absorption of infrared radiation,heat retention in earth's atmosphere,yes,yes,yes,yes
request-86-1-3,heat retention in earth's atmosphere,global warming,yes,yes,yes,no
request-86-2-0,green co2,increased greenhouse gas concentrations,yes,no,no,yes
request-86-2-1,increased greenhouse gas concentrations,trapping more solar heat,no,yes,yes,no
request-86-2-2,trapping more solar heat,earth's temperature increases,yes,yes,no,no
request-86-2-3,earth's temperature increases,global warming,no,yes,no,yes
request-86-3-0,green co2,emissions from human activities,no,yes,yes,yes
request-86-3-1,emissions from human activities,higher co2 levels,yes,no,yes,yes
request-86-3-2,higher co2 levels,strengthened greenhouse effect,yes,no,yes,no
request-86-3-3,strengthened greenhouse effect,global warming,yes,yes,yes,no
request-87-0-0,gasoline burning,incomplete combustion,yes,no,no,no
request-87-0-1,incomplete combustion,emission of unburned hydrocarbons,yes,no,yes,no
request-87-0-2,emission of unburned hydrocarbons,atmospheric hydrocarbon reactions,yes,no,yes,no
request-87-0-3,atmospheric hydrocarbon reactions,methane formation,yes,yes,no,no
request-87-1-0,gasoline burning,production of volatile organic compounds,yes,no,yes,no
request-87-1-1,production of volatile organic compounds,photochemical transformations in the atmosphere,yes,no,yes,no
request-87-1-2,photochemical transformations in the atmosphere,methane synthesis,no,yes,no,no
request-87-2-0,gasoline burning,release of free radicals,yes,yes,yes,yes
request-87-2-1,release of free radicals,hydrocarbon fragmentation,yes,yes,yes,yes
request-87-2-2,hydrocarbon fragmentation,methane generation,yes,yes,yes,no
request-87-3-0,gasoline burning,emission of pollutants,yes,no,yes,no
request-87-3-1,emission of pollutants,atmospheric chemical transformations,yes,yes,yes,no
request-87-3-2,atmospheric chemical transformations,methane production,yes,yes,no,yes
request-88-0-0,cars,fuel combustion,yes,yes,yes,yes
request-88-0-1,fuel combustion,emissions,yes,no,yes,no
request-88-0-2,emissions,air pollution,yes,no,yes,no
request-88-0-3,air pollution,pollution,no,yes,no,yes
request-88-1-0,cars,increased traffic,yes,no,yes,no
request-88-1-1,increased traffic,vehicle emissions,yes,no,yes,no
request-88-1-2,vehicle emissions,air quality degradation,yes,no,yes,no
request-88-1-3,air quality degradation,pollution,no,yes,no,yes
request-88-2-0,cars,use of fossil fuels,yes,no,yes,yes
request-88-2-1,use of fossil fuels,carbon dioxide emissions,yes,no,yes,no
request-88-2-2,carbon dioxide emissions,greenhouse effect,yes,no,yes,no
request-88-2-3,greenhouse effect,pollution,no,yes,no,yes
request-88-3-0,cars,engine inefficiency,no,no,no,no
request-88-3-1,engine inefficiency,unburned hydrocarbons,yes,yes,yes,no
request-88-3-2,unburned hydrocarbons,air pollution,yes,no,yes,no
request-88-3-3,air pollution,pollution,no,yes,no,yes
request-88-4-0,cars,tire wear,yes,no,yes,no
request-88-4-1,tire wear,particulate matter,yes,yes,yes,no
request-88-4-2,particulate matter,air pollution,yes,no,yes,yes
request-88-4-3,air pollution,pollution,no,yes,no,yes
request-89-0-0,trees,accumulate dry leaves and branches,yes,no,yes,no
request-89-0-1,accumulate dry leaves and branches,provide ample fuel,yes,no,yes,yes
request-89-0-2,provide ample fuel,susceptible to ignition sources,yes,no,yes,no
request-89-0-3,susceptible to ignition sources,forest fires,yes,yes,yes,no
request-89-1-0,trees,undergo disease or pests,yes,yes,no,yes
request-89-1-1,undergo disease or pests,weaken and die,yes,yes,yes,yes
request-89-1-2,weaken and die,create dead biomass,yes,no,yes,no
request-89-1-3,create dead biomass,easily ignited,yes,yes,yes,yes
request-89-1-4,easily ignited,forest fires,yes,yes,yes,no
request-89-2-0,trees,are subjected to prolonged drought,no,yes,no,yes
request-89-2-1,are subjected to prolonged drought,become extremely dry,yes,yes,yes,yes
request-89-2-2,become extremely dry,highly flammable,yes,no,yes,no
request-89-2-3,highly flammable,ignite from heat or sparks,yes,yes,yes,yes
request-89-2-4,ignite from heat or sparks,forest fires,yes,yes,yes,yes
request-89-3-0,trees,block moisture retention in the soil,no,no,no,no
request-89-3-1,block moisture retention in the soil,lead to drier underbrush,yes,yes,no,no
request-89-3-2,lead to drier underbrush,increased fire spread,yes,no,no,no
request-89-3-3,increased fire spread,forest fires,no,yes,no,yes
request-89-4-0,trees,drop flammable materials like needles and bark,yes,no,yes,yes
request-89-4-1,drop flammable materials like needles and bark,accumulate on the forest floor,yes,yes,yes,yes
request-89-4-2,accumulate on the forest floor,act as fuel for fires,yes,yes,yes,yes
request-89-4-3,act as fuel for fires,forest fires,yes,no,no,yes
request-89-5-0,trees,attract lightning strikes,yes,no,yes,yes
request-89-5-1,attract lightning strikes,cause ignition of surrounding vegetation,no,no,yes,no
request-89-5-2,cause ignition of surrounding vegetation,spread to larger areas,yes,yes,yes,no
request-89-5-3,spread to larger areas,forest fires,no,yes,no,yes
request-89-6-0,trees,are removed or thinned improperly,yes,yes,no,yes
request-89-6-1,are removed or thinned improperly,leave behind combustible debris,yes,yes,yes,yes
request-89-6-2,leave behind combustible debris,increase fire risk from human activities,yes,yes,yes,yes
request-89-6-3,increase fire risk from human activities,forest fires,yes,yes,yes,no
request-89-7-0,trees,grow densely,yes,no,yes,no
request-89-7-1,grow densely,create continuous fuel load,yes,yes,yes,no
request-89-7-2,create continuous fuel load,facilitate rapid fire spread,yes,no,yes,yes
request-89-7-3,facilitate rapid fire spread,forest fires,no,yes,yes,yes
request-90-0-0,increase from 25% to 80% humidity,formation of heavy rainfall,no,no,yes,no
request-90-0-1,formation of heavy rainfall,flooding of water bodies,yes,no,yes,no
request-90-0-2,flooding of water bodies,drowning,yes,no,yes,no
request-90-1-0,increase from 25% to 80% humidity,elevated humidity levels,yes,yes,yes,yes
request-90-1-1,elevated humidity levels,increased likelihood of flash floods,yes,no,no,no
request-90-1-2,increased likelihood of flash floods,submerged areas,yes,no,yes,yes
request-90-1-3,submerged areas,drowning,yes,no,yes,no
request-90-2-0,increase from 25% to 80% humidity,higher heat index,yes,no,yes,no
request-90-2-1,higher heat index,heatstroke in individuals,yes,no,yes,no
request-90-2-2,heatstroke in individuals,physical incapacitation,yes,yes,yes,no
request-90-2-3,physical incapacitation,drowning,yes,yes,yes,yes
request-90-3-0,increase from 25% to 80% humidity,enhanced storm activity,yes,yes,yes,yes
request-90-3-1,enhanced storm activity,severe weather conditions,yes,yes,yes,no
request-90-3-2,severe weather conditions,rough water conditions,yes,no,yes,no
request-90-3-3,rough water conditions,drowning,yes,no,yes,no
request-91-0-0,trees' carbon storage and release upon death,increase in atmospheric carbon dioxide,yes,yes,no,no
request-91-0-1,increase in atmospheric carbon dioxide,intensification of the greenhouse effect,yes,no,yes,no
request-91-0-2,intensification of the greenhouse effect,global warming,yes,no,yes,no
request-91-1-0,trees' carbon storage and release upon death,decomposition of dead trees,yes,yes,no,yes
request-91-1-1,decomposition of dead trees,release of stored carbon into the atmosphere,yes,no,yes,no
request-91-1-2,release of stored carbon into the atmosphere,higher greenhouse gas concentrations,yes,yes,yes,yes
request-91-1-3,higher greenhouse gas concentrations,global warming,yes,no,yes,no
request-91-2-0,trees' carbon storage and release upon death,carbon release from forest fires,yes,no,yes,no
request-91-2-1,carbon release from forest fires,emission of greenhouse gases,yes,yes,yes,yes
request-91-2-2,emission of greenhouse gases,enhanced radiative forcing,yes,no,yes,no
request-91-2-3,enhanced radiative forcing,global warming,yes,yes,yes,no
request-91-3-0,trees' carbon storage and release upon death,reduction in carbon sequestration capacity,yes,yes,yes,yes
request-91-3-1,reduction in carbon sequestration capacity,elevated atmospheric carbon levels,yes,yes,no,yes
request-91-3-2,elevated atmospheric carbon levels,increased heat retention,yes,no,yes,no
request-91-3-3,increased heat retention,global warming,yes,yes,yes,no
request-91-4-0,trees' carbon storage and release upon death,decay of organic matter,yes,yes,yes,yes
request-91-4-1,decay of organic matter,methane emissions,yes,no,yes,no
request-91-4-2,methane emissions,rise in greenhouse gas potency,yes,no,yes,no
request-91-4-3,rise in greenhouse gas potency,global warming,yes,no,no,no
request-91-5-0,trees' carbon storage and release upon death,release of carbon into the soil,yes,yes,yes,no
request-91-5-1,release of carbon into the soil,soil carbon dynamics alteration,yes,no,no,yes
request-91-5-2,soil carbon dynamics alteration,uptake of additional carbon by the atmosphere,yes,yes,yes,yes
request-91-5-3,uptake of additional carbon by the atmosphere,global warming,yes,yes,yes,no
request-91-6-0,trees' carbon storage and release upon death,loss of carbon sinks,yes,yes,yes,yes
request-91-6-1,loss of carbon sinks,accumulation of carbon dioxide,yes,yes,yes,no
request-91-6-2,accumulation of carbon dioxide,strengthening of the greenhouse effect,yes,no,yes,no
request-91-6-3,strengthening of the greenhouse effect,global warming,yes,no,yes,no
request-91-7-0,trees' carbon storage and release upon death,carbon release into the environment,yes,yes,yes,yes
request-91-7-1,carbon release into the environment,activation of climate feedback mechanisms,yes,yes,yes,yes
request-91-7-2,activation of climate feedback mechanisms,accelerated global warming,yes,yes,yes,yes
request-91-8-0,trees' carbon storage and release upon death,increased atmospheric co₂ concentrations,yes,yes,no,no
request-91-8-1,increased atmospheric co₂ concentrations,enhanced greenhouse gas trapping,yes,no,yes,no
request-91-8-2,enhanced greenhouse gas trapping,global temperature rise,yes,yes,yes,no
request-91-8-3,global temperature rise,global warming,no,no,no,no
request-91-9-0,trees' carbon storage and release upon death,release of stored carbon dioxide,yes,no,yes,yes
request-91-9-1,release of stored carbon dioxide,higher levels of greenhouse gases,yes,yes,yes,yes
request-91-9-2,higher levels of greenhouse gases,greater heat absorption by the earth,yes,yes,yes,no
request-91-9-3,greater heat absorption by the earth,global warming,yes,yes,yes,no
request-92-0-0,lower heat capacity of land temperatures,lower thermal inertia of land,yes,yes,yes,yes
request-92-0-1,lower thermal inertia of land,quicker response to atmospheric heating,yes,yes,yes,no
request-92-0-2,quicker response to atmospheric heating,the faster warming of land temperatures compared to sea temperatures,yes,yes,yes,yes
request-92-1-0,lower heat capacity of land temperatures,rapid heat absorption by land,yes,no,yes,no
request-92-1-1,rapid heat absorption by land,increased rate of temperature rise on land,yes,no,no,yes
request-92-1-2,increased rate of temperature rise on land,the faster warming of land temperatures compared to sea temperatures,yes,yes,no,yes
request-92-2-0,lower heat capacity of land temperatures,increased temperature sensitivity,yes,yes,yes,no
request-92-2-1,increased temperature sensitivity,enhanced warming rate of land surfaces,yes,no,yes,no
request-92-2-2,enhanced warming rate of land surfaces,the faster warming of land temperatures compared to sea temperatures,yes,yes,no,yes
request-93-0-0,climate change,economic instability,yes,no,yes,no
request-93-0-1,economic instability,increased parental stress,yes,no,yes,no
request-93-0-2,increased parental stress,reduced parental engagement,yes,yes,yes,yes
request-93-0-3,reduced parental engagement,lazy parenting,no,yes,yes,no
request-93-1-0,climate change,frequent natural disasters,yes,no,yes,no
request-93-1-1,frequent natural disasters,housing insecurity,yes,no,yes,no
request-93-1-2,housing insecurity,parental preoccupation with survival,yes,no,yes,no
request-93-1-3,parental preoccupation with survival,lazy parenting,yes,no,yes,no
request-93-2-0,climate change,prolonged heatwaves,yes,no,yes,no
request-93-2-1,prolonged heatwaves,parental fatigue and irritability,yes,no,yes,no
request-93-2-2,parental fatigue and irritability,decreased energy for parenting,yes,yes,yes,yes
request-93-2-3,decreased energy for parenting,lazy parenting,yes,no,no,no
request-93-3-0,climate change,food and water scarcity,yes,no,yes,no
request-93-3-1,food and water scarcity,nutritional deficiencies in families,yes,no,yes,no
request-93-3-2,nutritional deficiencies in families,cognitive fatigue in parents,yes,yes,yes,"i'm sorry, but i can't provide a simple ""yes"" or ""no"" to that question"
request-93-3-3,cognitive fatigue in parents,lazy parenting,yes,no,no,"i'm sorry, but cognitive fatigue in parents is typically caused by the demands and stresses of parenting, not by lazy parenting"
request-93-4-0,climate change,environmental degradation,yes,yes,yes,yes
request-93-4-1,environmental degradation,loss of community support systems,yes,yes,yes,no
request-93-4-2,loss of community support systems,increased parental isolation,yes,yes,yes,no
request-93-4-3,increased parental isolation,lazy parenting,no,yes,no,no
request-93-5-0,climate change,economic downturn,yes,no,yes,no
request-93-5-1,economic downturn,job loss among parents,yes,yes,yes,no
request-93-5-2,job loss among parents,mental health challenges,yes,yes,yes,yes
request-93-5-3,mental health challenges,decreased motivation for parenting,yes,yes,yes,yes
request-93-5-4,decreased motivation for parenting,lazy parenting,yes,yes,yes,no
request-93-6-0,climate change,resource competition,yes,no,yes,no
request-93-6-1,resource competition,family conflicts and stress,yes,yes,yes,no
request-93-6-2,family conflicts and stress,distracted and disengaged parenting,yes,yes,yes,yes
request-93-6-3,distracted and disengaged parenting,lazy parenting,yes,yes,yes,no
request-93-7-0,climate change,forced migration and displacement,yes,no,yes,no
request-93-7-1,forced migration and displacement,stressful living conditions,yes,yes,yes,yes
request-93-7-2,stressful living conditions,parental exhaustion,yes,yes,yes,yes
request-93-7-3,parental exhaustion,lazy parenting,yes,yes,yes,no
request-94-0-0,co2 emissions,greenhouse gas accumulation,yes,no,yes,no
request-94-0-1,greenhouse gas accumulation,global warming,yes,no,yes,no
request-94-0-2,global warming,extreme weather events,yes,no,yes,no
request-94-0-3,extreme weather events,infrastructure damage,yes,no,yes,no
request-94-0-4,infrastructure damage,economic instability,yes,yes,yes,yes
request-94-0-5,economic instability,social unrest,yes,yes,yes,no
request-94-0-6,social unrest,catastrophe,yes,yes,yes,yes
