cause,effect,custom_id
inability to meet energy demands,shortages,request-17-0-2
shutdown of energy production,increase in energy prices,request-17-1-0
increase in energy prices,inability of consumers to afford energy,request-17-1-1
inability of consumers to afford energy,shortages,request-17-1-2
shutdown of energy production,disruption in supply chain,request-17-2-0
disruption in supply chain,delay in delivery of goods,request-17-2-1
delay in delivery of goods,shortages,request-17-2-2
shutdown of energy production,reduction in industrial output,request-17-3-0
reduction in industrial output,decrease in availability of goods,request-17-3-1
decrease in availability of goods,shortages,request-17-3-2
shutdown of energy production,reduction in transportation capacity,request-17-4-0
reduction in transportation capacity,delay in delivery of goods,request-17-4-1
delay in delivery of goods,shortages,request-17-4-2
shutdown of energy production,reduction in agricultural output,request-17-5-0
reduction in agricultural output,decrease in food supply,request-17-5-1
decrease in food supply,shortages,request-17-5-2
shutdown of energy production,reduction in medical services,request-17-6-0
reduction in medical services,decrease in availability of medical supplies,request-17-6-1
decrease in availability of medical supplies,shortages,request-17-6-2
shutdown of energy production,reduction in manufacturing output,request-17-7-0
reduction in manufacturing output,decrease in availability of goods,request-17-7-1
decrease in availability of goods,shortages,request-17-7-2
shutdown of energy production,reduction in construction output,request-17-8-0
reduction in construction output,delay in completion of projects,request-17-8-1
delay in completion of projects,shortages,request-17-8-2
shutdown of energy production,reduction in mining output,request-17-9-0
reduction in mining output,decrease in availability of raw materials,request-17-9-1
decrease in availability of raw materials,shortages,request-17-9-2
russia's central bank,prints more money to stimulate the economy,request-18-0-0
prints more money to stimulate the economy,increased money supply,request-18-0-1
increased money supply,decreases the value of the ruble,request-18-0-2
decreases the value of the ruble,results in inflation,request-18-0-3
russia's international sanctions,disrupts supply chains,request-18-1-0
disrupts supply chains,drives up prices,request-18-1-1
drives up prices,results in inflation,request-18-1-2
russia's increased government spending,increases the national debt,request-18-2-0
increases the national debt,causes the government to print more money,request-18-2-1
causes the government to print more money,increases the money supply,request-18-2-2
increases the money supply,decreases the value of the ruble,request-18-2-3
decreases the value of the ruble,results in inflation,request-18-2-4
russia's oil and gas exports,experience a decline in demand,request-18-3-0
experience a decline in demand,weakens the ruble,request-18-3-1
weakens the ruble,results in inflation,request-18-3-2
russia's geopolitical conflicts,create uncertainty and instability,request-18-4-0
create uncertainty and instability,discourages foreign investment,request-18-4-1
discourages foreign investment,weakens the ruble,request-18-4-2
weakens the ruble,results in inflation,request-18-4-3
russia's central bank interest rate cuts,stimulates borrowing and spending,request-18-5-0
stimulates borrowing and spending,increases demand for goods and services,request-18-5-1
increases demand for goods and services,results in inflation,request-18-5-2
russia's agricultural sector,experiences a poor harvest,request-18-6-0
experiences a poor harvest,results in inflation,request-18-6-1
russia's increased government subsidies,increases the budget deficit,request-18-7-0
increases the budget deficit,causes the government to print more money,request-18-7-1
causes the government to print more money,increases the money supply,request-18-7-2
increases the money supply,decreases the value of the ruble,request-18-7-3
decreases the value of the ruble,results in inflation,request-18-7-4
russia,russian government policies,request-19-0-0
russian government policies,economic sanctions on russia,request-19-0-1
economic sanctions on russia,reduction in imports,request-19-0-2
reduction in imports,supply chain disruptions,request-19-0-3
supply chain disruptions,shortages,request-19-0-4
russia,russian government policies,request-19-1-0
russian government policies,trade restrictions with other countries,request-19-1-1
trade restrictions with other countries,limited access to resources,request-19-1-2
limited access to resources,supply chain disruptions,request-19-1-3
supply chain disruptions,shortages,request-19-1-4
russia,russian government policies,request-19-2-0
russian government policies,export restrictions on certain goods,request-19-2-1
export restrictions on certain goods,decreased availability of goods in other countries,request-19-2-2
decreased availability of goods in other countries,supply chain disruptions,request-19-2-3
supply chain disruptions,shortages,request-19-2-4
russia,russian government policies,request-19-3-0
russian government policies,currency devaluation,request-19-3-1
currency devaluation,increased cost of imports,request-19-3-2
increased cost of imports,reduced purchasing power for imported goods,request-19-3-3
reduced purchasing power for imported goods,shortages,request-19-3-4
russia,russian government policies,request-19-4-0
russian government policies,geopolitical tensions,request-19-4-1
geopolitical tensions,disrupted international relations,request-19-4-2
disrupted international relations,trade barriers and restrictions,request-19-4-3
trade barriers and restrictions,supply chain disruptions,request-19-4-4
supply chain disruptions,shortages,request-19-4-5
russia,russian government policies,request-19-5-0
russian government policies,domestic production issues,request-19-5-1
domestic production issues,decreased supply of goods,request-19-5-2
decreased supply of goods,shortages,request-19-5-3
russia,russian government policies,request-19-6-0
russian government policies,infrastructure problems,request-19-6-1
infrastructure problems,transportation and logistics challenges,request-19-6-2
transportation and logistics challenges,supply chain disruptions,request-19-6-3
supply chain disruptions,shortages,request-19-6-4
russia,russian government policies,request-19-7-0
russian government policies,regulatory changes,request-19-7-1
regulatory changes,increased business costs,request-19-7-2
increased business costs,reduced production capacity,request-19-7-3
reduced production capacity,shortages,request-19-7-4
russia,russian government policies,request-19-8-0
russian government policies,resource nationalism,request-19-8-1
resource nationalism,limited access to resources for foreign companies,request-19-8-2
limited access to resources for foreign companies,reduced production capacity,request-19-8-3
reduced production capacity,shortages,request-19-8-4
russia,russian government policies,request-19-9-0
russian government policies,environmental regulations,request-19-9-1
environmental regulations,increased production costs,request-19-9-2
increased production costs,reduced production capacity,request-19-9-3
