cause,effect,custom_id
health problems,impacts on poor regions,request-25-3-3
climate change,ocean acidification,request-25-4-0
ocean acidification,loss of fisheries,request-25-4-1
loss of fisheries,loss of livelihoods,request-25-4-2
loss of livelihoods,impacts on poor regions,request-25-4-3
climate change,deforestation,request-25-5-0
deforestation,loss of biodiversity,request-25-5-1
loss of biodiversity,ecosystem services disruption,request-25-5-2
ecosystem services disruption,impacts on poor regions,request-25-5-3
climate change,increased greenhouse gas emissions,request-26-0-0
increased greenhouse gas emissions,global warming,request-26-0-1
climate change,deforestation,request-26-1-0
deforestation,reduced carbon sequestration,request-26-1-1
reduced carbon sequestration,global warming,request-26-1-2
climate change,industrial activities,request-26-2-0
industrial activities,enhanced greenhouse effect,request-26-2-1
enhanced greenhouse effect,global warming,request-26-2-2
climate change,energy consumption,request-26-3-0
energy consumption,fossil fuel combustion,request-26-3-1
fossil fuel combustion,global warming,request-26-3-2
climate change,agricultural practices,request-26-4-0
agricultural practices,methane emissions,request-26-4-1
methane emissions,global warming,request-26-4-2
climate change,increased global temperatures,request-27-0-0
increased global temperatures,melting of polar ice,request-27-0-1
melting of polar ice,sea level rise,request-27-0-2
sea level rise,coastal flooding,request-27-0-3
climate change,altered weather patterns,request-27-1-0
altered weather patterns,increased storm intensity,request-27-1-1
increased storm intensity,heavy rainfall,request-27-1-2
heavy rainfall,river overflow,request-27-1-3
river overflow,flooding,request-27-1-4
climate change,higher atmospheric moisture,request-27-2-0
higher atmospheric moisture,enhanced precipitation events,request-27-2-1
enhanced precipitation events,urban drainage overload,request-27-2-2
urban drainage overload,urban flooding,request-27-2-3
climate change,reduced snowpack,request-27-3-0
reduced snowpack,earlier snowmelt,request-27-3-1
earlier snowmelt,increased river flow during rainstorms,request-27-3-2
increased river flow during rainstorms,flooding,request-27-3-3
climate change,increased frequency of extreme weather,request-27-4-0
increased frequency of extreme weather,severe hurricanes,request-27-4-1
severe hurricanes,storm surge,request-27-4-2
storm surge,coastal flooding,request-27-4-3
stoppage of natural winds,disruption of atmospheric circulation,request-28-0-0
disruption of atmospheric circulation,altered weather patterns,request-28-0-1
altered weather patterns,increased extreme weather events,request-28-0-2
increased extreme weather events,climate change,request-28-0-3
stoppage of natural winds,disruption of ocean currents,request-28-1-0
disruption of ocean currents,altered heat distribution,request-28-1-1
altered heat distribution,global temperature rise,request-28-1-2
global temperature rise,climate change,request-28-1-3
stoppage of natural winds,reduced evaporation rates,request-28-2-0
reduced evaporation rates,decreased cloud formation,request-28-2-1
decreased cloud formation,increased solar radiation absorption,request-28-2-2
increased solar radiation absorption,climate change,request-28-2-3
stoppage of natural winds,accumulation of greenhouse gases,request-28-3-0
accumulation of greenhouse gases,enhanced greenhouse effect,request-28-3-1
enhanced greenhouse effect,rising global temperatures,request-28-3-2
rising global temperatures,climate change,request-28-3-3
stoppage of natural winds,decreased pollutant dispersion,request-28-4-0
decreased pollutant dispersion,increased air pollution,request-28-4-1
increased air pollution,atmospheric warming,request-28-4-2
atmospheric warming,climate change,request-28-4-3
over heat of earth's atmosphere,increased atmospheric temperature,request-29-0-0
increased atmospheric temperature,altered pressure gradients,request-29-0-1
altered pressure gradients,disrupted wind patterns,request-29-0-2
disrupted wind patterns,stoppage of natural winds,request-29-0-3
over heat of earth's atmosphere,intensified greenhouse effect,request-29-1-0
intensified greenhouse effect,atmospheric instability,request-29-1-1
atmospheric instability,weakened wind systems,request-29-1-2
weakened wind systems,stoppage of natural winds,request-29-1-3
over heat of earth's atmosphere,increased evaporation rates,request-29-2-0
increased evaporation rates,altered precipitation patterns,request-29-2-1
altered precipitation patterns,shifted pressure systems,request-29-2-2
shifted pressure systems,stoppage of natural winds,request-29-2-3
over heat of earth's atmosphere,melting polar ice caps,request-29-3-0
melting polar ice caps,sea-level rise,request-29-3-1
sea-level rise,changes in ocean currents,request-29-3-2
changes in ocean currents,disrupted atmospheric circulation,request-29-3-3
disrupted atmospheric circulation,stoppage of natural winds,request-29-3-4
removal of hills,disruption of wind barriers,request-30-0-0
disruption of wind barriers,alteration of airflow patterns,request-30-0-1
alteration of airflow patterns,reduction in wind speed,request-30-0-2
reduction in wind speed,stoppage of natural winds,request-30-0-3
removal of hills,decrease in terrain elevation,request-30-1-0
decrease in terrain elevation,weakening of wind currents,request-30-1-1
weakening of wind currents,cessation of natural winds,request-30-1-2
removal of hills,modification of local climate,request-30-2-0
modification of local climate,change in air pressure differences,request-30-2-1
change in air pressure differences,less wind generation,request-30-2-2
less wind generation,stoppage of natural winds,request-30-2-3
removal of hills,loss of topographical obstacles,request-30-3-0
loss of topographical obstacles,smoothening of land surface,request-30-3-1
smoothening of land surface,diminished wind turbulence,request-30-3-2
diminished wind turbulence,stoppage of natural winds,request-30-3-3
removal of hills,alteration of vegetation patterns,request-30-4-0
alteration of vegetation patterns,changes in transpiration rates,request-30-4-1
changes in transpiration rates,modification of atmospheric moisture,request-30-4-2
modification of atmospheric moisture,stoppage of natural winds,request-30-4-3
removal of mountains,alteration of topography,request-31-0-0
alteration of topography,changes in atmospheric circulation,request-31-0-1
changes in atmospheric circulation,stoppage of natural winds,request-31-0-2
removal of mountains,reduction of orographic lifting,request-31-1-0
reduction of orographic lifting,decreased wind generation,request-31-1-1
decreased wind generation,stoppage of natural winds,request-31-1-2
removal of mountains,modification of temperature gradients,request-31-2-0
modification of temperature gradients,altered pressure systems,request-31-2-1
altered pressure systems,stoppage of natural winds,request-31-2-2
removal of mountains,decreased barrier for airflow,request-31-3-0
decreased barrier for airflow,disruption of prevailing wind patterns,request-31-3-1
disruption of prevailing wind patterns,stoppage of natural winds,request-31-3-2
deforestation,reduced transpiration,request-32-0-0
reduced transpiration,lower atmospheric moisture,request-32-0-1
lower atmospheric moisture,altered pressure systems,request-32-0-2
altered pressure systems,stoppage of natural winds,request-32-0-3
deforestation,increased surface temperature,request-32-1-0
increased surface temperature,changes in atmospheric stability,request-32-1-1
changes in atmospheric stability,disrupted wind flows,request-32-1-2
disrupted wind flows,stoppage of natural winds,request-32-1-3
deforestation,loss of vegetation cover,request-32-2-0
loss of vegetation cover,reduced surface roughness,request-32-2-1
reduced surface roughness,altered wind speed and direction,request-32-2-2
