cause,effect,custom_id
investment in oil sands,destruction of natural habitats,request-4-108-1
destruction of natural habitats,release of greenhouse gases,request-4-108-2
release of greenhouse gases,degradation of nature,request-4-108-3
business,support for tiger poaching,request-4-109-0
support for tiger poaching,reduction in tiger populations,request-4-109-1
reduction in tiger populations,imbalance in ecosystems,request-4-109-2
imbalance in ecosystems,degradation of nature,request-4-109-3
business,destruction of peatlands,request-4-110-0
destruction of peatlands,release of stored carbon,request-4-110-1
release of stored carbon,acceleration of climate change,request-4-110-2
acceleration of climate change,degradation of nature,request-4-110-3
business,use of cyanide in mining,request-4-111-0
use of cyanide in mining,contamination of water sources,request-4-111-1
contamination of water sources,death of aquatic life,request-4-111-2
death of aquatic life,degradation of nature,request-4-111-3
business,investment in coalfired power plants,request-4-112-0
investment in coalfired power plants,emission of sulfur dioxide,request-4-112-1
emission of sulfur dioxide,acid rain formation,request-4-112-2
acid rain formation,deg,request-4-112-3
heat from gas emissions absorbed by oceans,increased ocean temperature,request-5-0-0
increased ocean temperature,thermal expansion of seawater,request-5-0-1
thermal expansion of seawater,stratification of ocean layers,request-5-0-2
stratification of ocean layers,slowing of ocean vertical mixing,request-5-0-3
heat from gas emissions absorbed by oceans,increased ocean temperature,request-5-1-0
increased ocean temperature,reduced density of surface water,request-5-1-1
reduced density of surface water,weakened thermohaline circulation,request-5-1-2
weakened thermohaline circulation,slowing of ocean vertical mixing,request-5-1-3
heat from gas emissions absorbed by oceans,melting of polar ice caps and glaciers,request-5-2-0
melting of polar ice caps and glaciers,increased freshwater input into oceans,request-5-2-1
increased freshwater input into oceans,reduced salinity of surface water,request-5-2-2
reduced salinity of surface water,stratification of ocean layers,request-5-2-3
stratification of ocean layers,slowing of ocean vertical mixing,request-5-2-4
heat from gas emissions absorbed by oceans,altered global wind patterns,request-5-3-0
altered global wind patterns,reduced winddriven ocean mixing,request-5-3-1
reduced winddriven ocean mixing,slowing of ocean vertical mixing,request-5-3-2
heat from gas emissions absorbed by oceans,changes in ocean temperature and chemistry,request-5-4-0
changes in ocean temperature and chemistry,reduced phytoplankton growth,request-5-4-1
reduced phytoplankton growth,weakened biological pump,request-5-4-2
weakened biological pump,reduced carbon sequestration,request-5-4-3
reduced carbon sequestration,increased ocean stratification,request-5-4-4
increased ocean stratification,slowing of ocean vertical mixing,request-5-4-5
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-6-0-0
increased ocean temperatures,reduced oxygen solubility in water,request-6-0-1
reduced oxygen solubility in water,ocean deoxygenation,request-6-0-2
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-6-1-0
increased ocean temperatures,enhanced stratification,request-6-1-1
enhanced stratification,decreased oxygen supply to deeper waters,request-6-1-2
decreased oxygen supply to deeper waters,ocean deoxygenation,request-6-1-3
heat from gas emissions absorbed by oceans,increased ocean temperatures,request-6-2-0
increased ocean temperatures,shifts in phytoplankton communities,request-6-2-1
shifts in phytoplankton communities,reduced oxygen production via photosynthesis,request-6-2-2
reduced oxygen production via photosynthesis,increased bacterial respiration consuming oxygen,request-6-2-3
increased bacterial respiration consuming oxygen,ocean deoxygenation,request-6-2-4
heat from gas emissions absorbed by oceans,altered wind patterns and ocean circulation,request-6-3-0
altered wind patterns and ocean circulation,changes in upwelling patterns,request-6-3-1
changes in upwelling patterns,shifts in nutrient availability,request-6-3-2
shifts in nutrient availability,"increased primary production in some areas, leading to higher oxygen consumption during decomposition",request-6-3-3
"increased primary production in some areas, leading to higher oxygen consumption during decomposition",ocean deoxygenation,request-6-3-4
heat from gas emissions absorbed by oceans,melting of polar ice caps and glaciers,request-6-4-0
melting of polar ice caps and glaciers,increased freshwater input into oceans,request-6-4-1
increased freshwater input into oceans,further enhanced stratification,request-6-4-2
further enhanced stratification,reduced oxygen supply to deeper waters,request-6-4-3
reduced oxygen supply to deeper waters,ocean deoxygenation,request-6-4-4
fossil fuel co2 emissions,increased atmospheric co2 concentrations,request-7-0-0
increased atmospheric co2 concentrations,enhanced greenhouse effect,request-7-0-1
enhanced greenhouse effect,global warming,request-7-0-2
global warming,polar ice cap melting,request-7-0-3
polar ice cap melting,freshwater input into oceans,request-7-0-4
freshwater input into oceans,ocean stratification,request-7-0-5
ocean stratification,reduced ocean mixing,request-7-0-6
reduced ocean mixing,decreased carbonate ion availability,request-7-0-7
decreased carbonate ion availability,ocean acidification,request-7-0-8
fossil fuel co2 emissions,increased atmospheric co2 concentrations,request-7-1-0
increased atmospheric co2 concentrations,co2 dissolution in ocean surface waters,request-7-1-1
co2 dissolution in ocean surface waters,formation of carbonic acid,request-7-1-2
formation of carbonic acid,decreased ocean ph,request-7-1-3
decreased ocean ph,ocean acidification,request-7-1-4
fossil fuel co2 emissions,increased atmospheric co2 concentrations,request-7-2-0
increased atmospheric co2 concentrations,enhanced greenhouse effect,request-7-2-1
enhanced greenhouse effect,global warming,request-7-2-2
global warming,increased ocean temperatures,request-7-2-3
increased ocean temperatures,reduced oxygen solubility,request-7-2-4
reduced oxygen solubility,ocean deoxygenation,request-7-2-5
ocean deoxygenation,shifts in microbial communities,request-7-2-6
shifts in microbial communities,increased co2 production by microbes,request-7-2-7
increased co2 production by microbes,ocean acidification,request-7-2-8
fossil fuel co2 emissions,increased atmospheric co2 concentrations,request-7-3-0
increased atmospheric co2 concentrations,co2 dissolution in ocean surface waters,request-7-3-1
co2 dissolution in ocean surface waters,increased dissolved inorganic carbon,request-7-3-2
increased dissolved inorganic carbon,shifts in phytoplankton communities,request-7-3-3
shifts in phytoplankton communities,reduced calcification rates,request-7-3-4
reduced calcification rates,decreased carbonate ion availability,request-7-3-5
decreased carbonate ion availability,ocean acidification,request-7-3-6
fossil fuel co2 emissions,increased atmospheric co2 concentrations,request-7-4-0
