cause,effect,custom_id
consume large amounts of resources,resulting in high greenhouse gas emissions,request-24-0-1
resulting in high greenhouse gas emissions,leading to global warming,request-24-0-2
leading to global warming,which contributes to climate change,request-24-0-3
rich countries,have high per capita emissions,request-24-1-0
have high per capita emissions,leading to significant cumulative emissions,request-24-1-1
leading to significant cumulative emissions,contributing to the enhancement of the greenhouse effect,request-24-1-2
contributing to the enhancement of the greenhouse effect,which results in climate change,request-24-1-3
rich countries,have a large carbon footprint due to high consumption,request-24-2-0
have a large carbon footprint due to high consumption,leading to excessive fossil fuel burning,request-24-2-1
leading to excessive fossil fuel burning,resulting in increased atmospheric co2,request-24-2-2
resulting in increased atmospheric co2,which drives climate change,request-24-2-3
rich countries,have high levels of industrialization,request-24-3-0
have high levels of industrialization,resulting in significant air pollution,request-24-3-1
resulting in significant air pollution,contributing to the warming of the planet,request-24-3-2
contributing to the warming of the planet,which is a key factor in climate change,request-24-3-3
rich countries,have high levels of deforestation due to agricultural expansion and urbanization,request-24-4-0
have high levels of deforestation due to agricultural expansion and urbanization,leading to a reduction in carbon sinks,request-24-4-1
leading to a reduction in carbon sinks,resulting in increased atmospheric co2,request-24-4-2
resulting in increased atmospheric co2,which contributes to climate change,request-24-4-3
rich countries,have a large military footprint,request-24-5-0
have a large military footprint,resulting in significant emissions from military activities,request-24-5-1
resulting in significant emissions from military activities,contributing to the overall increase in greenhouse gas emissions,request-24-5-2
contributing to the overall increase in greenhouse gas emissions,which drives climate change,request-24-5-3
climate change causes global temperature rise,global temperature rise melts polar ice caps,request-25-0-0
global temperature rise melts polar ice caps,melting of polar ice caps raises sea levels,request-25-0-1
melting of polar ice caps raises sea levels,rising sea levels displace coastal communities,request-25-0-2
rising sea levels displace coastal communities,"displaced communities, often poor, face economic hardship",request-25-0-3
climate change alters weather patterns,altered weather patterns increase frequency of natural disasters,request-25-1-0
altered weather patterns increase frequency of natural disasters,natural disasters damage infrastructure in poor regions,request-25-1-1
natural disasters damage infrastructure in poor regions,damaged infrastructure hinders access to basic services,request-25-1-2
damaged infrastructure hinders access to basic services,limited access to services exacerbates poverty,request-25-1-3
climate change reduces crop yields,reduced crop yields lead to food insecurity,request-25-2-0
reduced crop yields lead to food insecurity,food insecurity increases malnutrition in poor populations,request-25-2-1
food insecurity increases malnutrition in poor populations,malnutrition weakens immune systems,request-25-2-2
malnutrition weakens immune systems,weakened immune systems increase susceptibility to diseases,request-25-2-3
climate change disrupts livelihoods,disrupted livelihoods lead to job loss,request-25-3-0
disrupted livelihoods lead to job loss,job loss increases poverty levels,request-25-3-1
job loss increases poverty levels,increased poverty levels limit access to education,request-25-3-2
increased poverty levels limit access to education,limited access to education hinders socioeconomic mobility,request-25-3-3
climate change increases frequency of droughts,droughts reduce water availability,request-25-4-0
droughts reduce water availability,reduced water availability limits access to clean water,request-25-4-1
reduced water availability limits access to clean water,limited access to clean water increases waterborne diseases,request-25-4-2
limited access to clean water increases waterborne diseases,increased waterborne diseases disproportionately affect poor regions,request-25-4-3
stoppage of natural winds,decrease in oceanic heat transfer,request-28-0-0
decrease in oceanic heat transfer,slowing of ocean currents,request-28-0-1
slowing of ocean currents,reduced upwelling of cold water,request-28-0-2
reduced upwelling of cold water,cooling of coastal regions,request-28-0-3
cooling of coastal regions,changes in marine ecosystems,request-28-0-4
changes in marine ecosystems,alteration of oceanic carbon uptake,request-28-0-5
alteration of oceanic carbon uptake,increased atmospheric co2,request-28-0-6
increased atmospheric co2,enhanced greenhouse effect,request-28-0-7
enhanced greenhouse effect,global warming,request-28-0-8
global warming,climate change,request-28-0-9
stoppage of natural winds,reduced evaporation from oceans,request-28-1-0
reduced evaporation from oceans,decrease in atmospheric moisture,request-28-1-1
decrease in atmospheric moisture,changes in cloud formation,request-28-1-2
changes in cloud formation,altered solar radiation reflection,request-28-1-3
altered solar radiation reflection,variations in surface temperature,request-28-1-4
variations in surface temperature,global warming,request-28-1-5
