custom_id,cause,effect,Does_cause_lead_to_effect,Does_effect_lead_to_cause_SWITCH,Does_cause_lead_to_effect_PASSIVE,Does_effect_lead_to_cause_SWITCH_PASSIVE
request-11-8-2,water source reduction,watershed boundary changes,no,yes,no,yes
request-11-8-3,watershed boundary changes,hydrological chart modifications,yes,no,yes,yes
request-11-9-0,drought,dust storms,yes,no,yes,no
request-11-9-1,dust storms,sediment deposition,yes,no,yes,no
request-11-9-2,sediment deposition,coastal morphology shifts,yes,yes,yes,yes
request-11-9-3,coastal morphology shifts,shoreline redraws,yes,yes,yes,yes
request-12-0-0,changes in geographical maps,border disputes,yes,yes,no,yes
request-12-0-1,border disputes,political instability,yes,yes,yes,no
request-12-0-2,political instability,armed conflict,yes,yes,yes,yes
request-12-0-3,armed conflict,forced displacement,yes,no,yes,no
request-12-0-4,forced displacement,migration issues,yes,yes,yes,no
request-12-1-0,changes in geographical maps,environmental degradation,no,yes,no,yes
request-12-1-1,environmental degradation,resource scarcity,yes,yes,yes,no
request-12-1-2,resource scarcity,economic hardship,yes,yes,yes,no
request-12-1-3,economic hardship,economic migration,yes,no,yes,no
request-12-1-4,economic migration,migration issues,yes,yes,no,no
request-12-2-0,changes in geographical maps,natural disasters,no,yes,no,yes
request-12-2-1,natural disasters,destruction of habitats,yes,no,yes,no
request-12-2-2,destruction of habitats,loss of livelihoods,yes,yes,yes,no
request-12-2-3,loss of livelihoods,survival migration,yes,yes,yes,yes
request-12-2-4,survival migration,migration issues,yes,yes,yes,no
request-12-3-0,changes in geographical maps,urbanization expansion,yes,yes,no,yes
request-12-3-1,urbanization expansion,land dispossession,yes,yes,yes,yes
request-12-3-2,land dispossession,social inequality,yes,yes,yes,yes
request-12-3-3,social inequality,internal migration,yes,yes,yes,no
request-12-3-4,internal migration,migration issues,yes,yes,no,no
request-12-4-0,changes in geographical maps,colonial redrawing of borders,yes,yes,no,yes
request-12-4-1,colonial redrawing of borders,ethnic tensions,yes,no,yes,no
request-12-4-2,ethnic tensions,persecution,yes,yes,yes,no
request-12-4-3,persecution,refugee crises,yes,no,yes,no
request-12-4-4,refugee crises,migration issues,yes,yes,no,no
request-12-5-0,changes in geographical maps,infrastructure development,yes,yes,no,yes
request-12-5-1,infrastructure development,displacement of communities,yes,no,yes,yes
request-12-5-2,displacement of communities,forced migration,yes,yes,yes,yes
request-12-5-3,forced migration,migration issues,yes,yes,no,no
request-12-6-0,changes in geographical maps,rising sea levels,no,yes,no,yes
request-12-6-1,rising sea levels,coastal flooding,yes,no,yes,no
request-12-6-2,coastal flooding,habitat destruction,yes,no,yes,yes
request-12-6-3,habitat destruction,climate migration,yes,yes,yes,no
request-12-6-4,climate migration,migration issues,yes,no,yes,no
request-13-0-0,methane,ozone formation,yes,no,yes,no
request-13-0-1,ozone formation,air pollution,yes,yes,yes,yes
request-13-1-0,methane,global warming,yes,no,yes,no
request-13-1-1,global warming,wildfires,yes,yes,yes,no
request-13-1-2,wildfires,air pollution,yes,no,yes,no
request-13-2-0,methane,landfill gas emissions,yes,yes,yes,yes
request-13-2-1,landfill gas emissions,air quality deterioration,yes,no,yes,no
request-13-2-2,air quality deterioration,air pollution,no,yes,no,yes
request-13-3-0,methane,natural gas combustion,no,no,yes,yes
request-13-3-1,natural gas combustion,carbon dioxide emissions,yes,no,yes,no
request-13-3-2,carbon dioxide emissions,air pollution,yes,no,yes,no
request-14-0-0,methane release into arctic ocean sediments and waters,increases local water temperature through microbial activity or chemical reactions,no,no,yes,yes
request-14-0-1,increases local water temperature through microbial activity or chemical reactions,warmer temperatures destabilize subsea permafrost,no,yes,yes,yes
request-14-0-2,warmer temperatures destabilize subsea permafrost,thawing of subsea permafrost and decomposition of methane hydrates,yes,yes,yes,yes
request-14-1-0,methane release into arctic ocean sediments and waters,reduces sediment stability or pressure,yes,yes,yes,yes
request-14-1-1,reduces sediment stability or pressure,triggers landslides or sediment displacement,yes,yes,yes,no
request-14-1-2,triggers landslides or sediment displacement,exposes deeper permafrost to warmer ocean layers,yes,yes,yes,yes
request-14-1-3,exposes deeper permafrost to warmer ocean layers,thawing of subsea permafrost and decomposition of methane hydrates,yes,yes,yes,yes
request-14-2-0,methane release into arctic ocean sediments and waters,diffuses into the atmosphere,yes,no,yes,no
request-14-2-1,diffuses into the atmosphere,enhances greenhouse effect and arctic warming,yes,yes,yes,no
request-14-2-2,enhances greenhouse effect and arctic warming,warmer ocean temperatures accelerate subsea permafrost thaw,yes,yes,yes,yes
request-14-2-3,warmer ocean temperatures accelerate subsea permafrost thaw,thawing of subsea permafrost and decomposition of methane hydrates,yes,yes,yes,yes
request-14-3-0,methane release into arctic ocean sediments and waters,alters ocean chemistry,yes,yes,yes,no
request-14-3-1,alters ocean chemistry,reduces hydrate stability,yes,yes,yes,yes
request-14-3-2,reduces hydrate stability,triggers feedback of further hydrate decomposition,yes,yes,yes,yes
request-14-3-3,triggers feedback of further hydrate decomposition,thawing of subsea permafrost and decomposition of methane hydrates,yes,yes,yes,yes
request-15-0-0,methane,greenhouse gas effect intensification,yes,yes,yes,no
request-15-0-1,greenhouse gas effect intensification,global temperature rise,yes,no,yes,no
request-15-0-2,global temperature rise,permafrost degradation,yes,yes,yes,yes
request-15-0-3,permafrost degradation,ancient carbon release,yes,yes,yes,no
request-15-1-0,methane,atmospheric warming,yes,yes,yes,yes
request-15-1-1,atmospheric warming,polar ice melt,yes,yes,yes,no
request-15-1-2,polar ice melt,coastal sediment exposure,yes,no,no,no
request-15-1-3,coastal sediment exposure,carbonrich sediment oxidation,yes,no,yes,no
request-15-2-0,methane,chemical oxidation,no,no,no,no
request-15-2-1,chemical oxidation,carbon dioxide production,yes,no,yes,no
request-15-2-2,carbon dioxide production,ocean acidification,yes,no,yes,no
request-15-2-3,ocean acidification,marine sediment destabilization,yes,no,yes,no
request-15-3-0,methane,hydrate dissociation,no,yes,no,yes
request-15-3-1,hydrate dissociation,seafloor sediment disruption,yes,yes,yes,yes
request-15-3-2,seafloor sediment disruption,fossil carbon mobilization,yes,yes,yes,yes
request-15-4-0,methane,ecosystem alteration,yes,yes,yes,yes
request-15-4-1,ecosystem alteration,microbial activity increase,yes,yes,yes,yes
request-15-4-2,microbial activity increase,organic matter decomposition,yes,yes,yes,yes
request-15-4-3,organic matter decomposition,sedimentary carbon release,no,no,no,no
request-16-0-0,ancient methane release from deep waters,upward methane transport via ocean circulation,yes,yes,no,no
request-16-0-1,upward methane transport via ocean circulation,methane oxidation in oxygenated water layers,yes,no,yes,no
request-16-0-2,methane oxidation in oxygenated water layers,residual methane integration into surface water reservoir,no,yes,no,yes
request-16-0-3,residual methane integration into surface water reservoir,dilution by contemporaneous surface methane production,no,no,no,no
request-16-0-4,dilution by contemporaneous surface methane production,the 10 ± 3% contribution of surface water methane,no,no,no,no
request-16-1-0,ancient methane hydrate dissociation,methane bubble transport to surface waters,yes,no,no,no
request-16-1-1,methane bubble transport to surface waters,bubble dissolution and gas transfer,yes,yes,yes,yes
request-16-1-2,bubble dissolution and gas transfer,partial oxidation by methanotrophs,yes,yes,yes,yes
request-16-1-3,partial oxidation by methanotrophs,equilibration with atmospheric methane,yes,no,no,no
request-16-1-4,equilibration with atmospheric methane,the 10 ± 3% contribution of surface water methane,no,no,no,no
request-16-2-0,prolonged methane input from ancient reservoirs,longterm ocean mixing and storage,no,yes,no,yes
request-16-2-1,longterm ocean mixing and storage,global ocean circulation patterns,yes,yes,no,yes
request-16-2-2,global ocean circulation patterns,regional surface water methane distribution,yes,no,no,no
request-16-2-3,regional surface water methane distribution,contemporary measurement of surface methane levels,yes,no,yes,no
request-16-2-4,contemporary measurement of surface methane levels,the 10 ± 3% contribution of surface water methane,no,no,no,no
request-16-3-0,ancient organic matter degradation,methane generation in deep sediment layers,yes,yes,yes,yes
request-16-3-1,methane generation in deep sediment layers,seepage through marine geology,yes,yes,yes,no
request-16-3-2,seepage through marine geology,advection into the water column,yes,yes,yes,yes
request-16-3-3,advection into the water column,dispersion by turbulent diffusion,no,no,no,no
request-16-3-4,dispersion by turbulent diffusion,surface water methane concentration,yes,no,yes,no
request-16-3-5,surface water methane concentration,the 10 ± 3% contribution of surface water methane,no,no,no,no
request-16-4-0,glacialinterglacial methane dynamics,hydrate instability during warming,yes,yes,no,no
request-16-4-1,hydrate instability during warming,pulse release events,yes,yes,yes,yes
request-16-4-2,pulse release events,gradual dispersion,yes,no,yes,no
request-16-4-3,gradual dispersion,modern ocean methane inventory,no,no,no,no
request-16-4-4,modern ocean methane inventory,surface water partitioning,no,yes,no,no
request-16-4-5,surface water partitioning,the 10 ± 3% contribution of surface water methane,no,no,no,no
request-17-0-0,sourced methane,release of methane from thawing permafrost,yes,yes,no,yes
request-17-0-1,release of methane from thawing permafrost,emission of ancient carbon into the atmosphere,yes,yes,yes,yes
request-17-1-0,oceanic oxidation,breakdown of ancient marine organic matter,yes,no,yes,no
request-17-1-1,breakdown of ancient marine organic matter,release of stored carbon dioxide,yes,no,yes,no
request-17-2-0,dispersion processes,exposure of sedimentary carbon reservoirs,yes,yes,yes,yes
request-17-2-1,exposure of sedimentary carbon reservoirs,oxidation of ancient carbon,yes,no,yes,no
request-17-2-2,oxidation of ancient carbon,atmospheric emission of co₂,yes,yes,yes,no
request-18-0-0,co2 mitigation,reduced aerosol emissions,no,no,yes,no
request-18-0-1,reduced aerosol emissions,enhanced global warming,no,no,no,no
request-18-0-2,enhanced global warming,arctic ice melt,yes,yes,yes,no
request-18-0-3,arctic ice melt,freshwater influx into north atlantic,yes,no,yes,no
request-18-0-4,freshwater influx into north atlantic,disrupted thermohaline circulation,yes,no,yes,no
request-18-0-5,disrupted thermohaline circulation,amoc collapse,yes,yes,yes,yes
request-18-1-0,co2 mitigation,largescale afforestation,no,yes,yes,yes
request-18-1-1,largescale afforestation,altered precipitation patterns,yes,no,yes,no
request-18-1-2,altered precipitation patterns,increased river runoff into atlantic,yes,yes,yes,yes
request-18-1-3,increased river runoff into atlantic,reduced ocean surface salinity,yes,no,yes,no
request-18-1-4,reduced ocean surface salinity,weakened amoc,yes,yes,yes,yes
request-18-1-5,weakened amoc,amoc collapse,yes,yes,yes,no
request-18-2-0,co2 mitigation via ocean alkalization,changes in seawater density,yes,no,yes,no
request-18-2-1,changes in seawater density,altered ocean stratification,yes,yes,yes,yes
request-18-2-2,altered ocean stratification,disrupted deepwater formation,yes,yes,yes,yes
request-18-2-3,disrupted deepwater formation,amoc slowdown,yes,yes,yes,yes
request-18-2-4,amoc slowdown,amoc collapse,no,no,no,no
request-19-0-0,<stronger amoc in rcp85 framework>,enhanced northward oceanic heat transport,yes,no,no,no
request-19-0-1,enhanced northward oceanic heat transport,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,yes,yes,yes,yes
request-19-1-0,<stronger amoc in rcp85 framework>,increased ocean heat content in the north atlantic,yes,no,no,no
request-19-1-1,increased ocean heat content in the north atlantic,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,yes,yes,yes,yes
request-19-2-0,<stronger amoc in rcp85 framework>,enhanced northward oceanic heat transport,yes,no,no,no
request-19-2-1,enhanced northward oceanic heat transport,increased ocean heat content in the north atlantic,yes,yes,no,no
request-19-2-2,increased ocean heat content in the north atlantic,elevated sea surface and air temperatures in the north atlantic relative to rcp85ctrl,yes,yes,yes,yes
request-20-0-0,the hottest pathway resulting in 45+ degrees of warming by the end of the century,surge in global cooling demand,yes,no,no,no
request-20-0-1,surge in global cooling demand,explosive growth in renewable energy and hvac industries,yes,no,no,no
request-20-0-2,explosive growth in renewable energy and hvac industries,energy costs plummet due to innovation,yes,yes,yes,yes
request-20-0-3,energy costs plummet due to innovation,industrial expansion accelerates,yes,no,yes,yes
request-20-0-4,industrial expansion accelerates,the absolute highest economic growth,no,yes,yes,no
request-20-1-0,the hottest pathway resulting in 45+ degrees of warming by the end of the century,arctic permafrost thaw,yes,no,no,no
request-20-1-1,arctic permafrost thaw,access to rare minerals and fossil fuels,yes,no,yes,no
request-20-1-2,access to rare minerals and fossil fuels,mining and extraction boom,yes,yes,yes,yes
request-20-1-3,mining and extraction boom,technological advancements in resource utilization,yes,yes,no,yes
